pat_no,app_no,pat_claim,app_claim
9042821,20130083833,"29. A method of reception, the method comprising: receiving a first signal transmitted from a central terminal, at a predetermined frequency band;  measuring, using a measurement circuit comprising an RFID sensor and an RFID reader, a second signal transmitted from the central terminal and generating, from the measurement of said second signal, an item of information on the reception quality of the first signal;  and transmitting, via a return channel, said at least one item of information from the measurement circuit to the central terminal.",
9042821,20130083833,"30. The method according to claim 28 comprising transmitting, via at least one of the directive antennas selected for said client terminal, the second signal in a frequency band identical to the predetermined frequency band and measuring the power of the second signal in the geographic zone associated with the client terminal.",
9042821,20130083833,"31. The method according to claim 30, comprising at the RFID sensor, receiving the second signal, coding the second signal according to a coding related to the identifier of said RFID sensor and transmitting the coded signal to said RFID reader, and at the RFID reader, generating, from said coded signal, the item of information representative of the quality of reception of the first signal in the geographic zone associated with the client terminal.",
9042821,20130083833,"32. The method according to claim 31, comprising at the RFID reader measuring the received power of the coded signals transmitted by the RFID sensors of the zone decoding the received signals, to determine for each signal received the identifier of the sensor having transmitted said signal and generating a signal comprising, for each coded signal received, the received power and the identifier.",
9042821,20130083833,"33. The method according to claim 28, comprising periodically transmitting the second signal to the measurement circuit of the zone during a specific temporal interval.",
9042821,20130083833,"34. The method according to claim 28, wherein the transmission circuit transmits for each of said geographic zones the second signal to the RFID sensor(s) of said geographic zone during a specific temporal interval.",
9042821,20130083833,"35. The method according to claim 28, wherein the second signal is a pulse train.",
9042821,20130083833,36. The method according to claim 28 comprising selecting the switching schema from among a plurality of predetermined switching schemas of a switching matrix according to said at least one item of information transmitted via said return channel.,
9042821,20130083833,,"1. System for transmission of signals comprising: a central terminal comprising at least m transmission channels and n transmission antennas intended to transmit first signals, with n&gt;m&gt;1, switching means for associating with each signal transmission channel one antenna from among the n antennas according to a switching schema selected by control means, at least one client terminal (2) comprising at least one reception channel connected to a reception antenna in order to receive first signals transmitted via the central terminal said central terminal and said client terminal being able to communicate in a transmission channel having a predetermined frequency band, wherein, the transmission antennas are directive antennas, each transmission antenna being able to transmit first signals in a predetermined angular sector, and the system also comprising an estimation device able to generate at least one item of information on the reception quality of first signals transmitted by the central terminal in at least one point of a predetermined geographic zone associated with the client terminal and a return channel to transmit said at least one item of information to the control means of the central terminal, said control means selecting a switching schema according to said at least one item of information."
9042821,20130083833,,"2. System according to claim 1, wherein the estimation device comprises: close to the central terminal, a transmission circuit able to transmit, via at least one of the directive antennas selected for said client terminal, a second signal called the interrogation signal in a frequency band close to or identical to the predetermined frequency band of the transmission channel between the central terminal and the client terminal, and in the geographic zone associated with the client terminal, a measurement circuit able to measure the power of the interrogation signal in said zone, the measurement being representative of the quality of reception of first signals in said zone."
9042821,20130083833,,"3. System according to claim 2, wherein the measurement circuit comprises at least one RFID sensor associated with an RFID reader, said at least one RFID sensor being able to receive the interrogation signal, to code it according to a coding relating to an identifier of said RFID sensor and to transmit the coded signal to said RFID reader, and said RFID reader being able to generate, from said coded signal, an item of information representative of the quality of reception of first signals in the geographic zone associated with the client terminal."
9042821,20130083833,,"4. System according to claim 3, wherein the measurement circuit comprises an RFID sensor located on the client terminal."
9042821,20130083833,,"5. System according to claim 3, wherein the measurement circuit comprises a plurality of RFID sensors distributed over a plurality of fixed points of the zone associated with the client terminal."
9042821,20130083833,,"6. System according to claim 5, wherein the RFID reader is located at a fixed point of the zone associated with the client terminal."
9042821,20130083833,,"7. System according to claim 6, wherein each RFID reader comprises means for measuring the received power of coded signals transmitted by the RFID sensors of the zone and a processing circuit to decode the received signals, to determine for each signal received the identifier of the sensor having transmitted said signal and to generate a signal comprising, for each coded signal received, the received power and the identifier."
9042821,20130083833,,"8. System according to claim 2, wherein the transmission circuit noticeably transmits periodically an interrogation signal to the measurement circuit of the zone during a specific temporal interval."
9042821,20130083833,,"9. System according to claim 2, comprising a plurality of client terminals with each of which is associated a geographic zone, and in which the measurement circuit comprises, in each of said geographic zones, at least one RFID sensor and an associated RFID reader, and in which the transmission circuit transmits for each of said geographic zones an interrogation signal to the RFID sensor(s) of said geographic zone during a specific temporal interval."
9042821,20130083833,,"10. System according to claim 3, wherein each RFID sensor is a surface acoustic wave passive sensor."
9042821,20130083833,,"11. System according to claim 2, wherein the interrogation signal is a pulse train."
9042821,20130083833,,"12. System according to claim 1, wherein the control means select a switching schema from among a plurality of predetermined switching schemas of a switching matrix according to said at least one item of information transmitted via said return channel."
9042821,20130083833,,"13. System according to claim 1, wherein the return channel is a wireless transmission channel operating for example according to the ""ZigBee"" or ""Zwave"" standard."
9042741,20120237204,"1. A system, comprising: a frequency offset detection circuit detecting a carrier frequency offset in an optical signal;  and a frequency testing circuit calculating an estimated frequency offset value of the carrier frequency offset by: rotating each of a plurality of samples of the optical signal by a corresponding one of a plurality of phase angles, the phase angles being distributed at a first interval from one another, the first interval being determined based on an allowable maximum carrier frequency offset, and selecting the one of the phase angles having a lowest mean square error as a coarse phase error frequency, and offsetting the coarse phase error frequency by a plurality of offsets to yield a plurality of fine test frequencies, the offsets being distributed at a second interval from one another, the second interval being determined based on a predetermined quantity of the fine test frequencies, and selecting the fine test frequency having a lowest mean square error as the estimated frequency offset value, wherein the frequency testing circuit removes a carrier phase based on the estimated frequency offset value and recovers the optical signal.",
9042741,20120237204,"2. The system of claim 1, wherein the frequency offset detection includes a parallel processing architecture for multi-stage frequency detection.",
9042741,20120237204,"3. The system of claim 2, wherein the parallel processing architecture includes a plurality of frequency testing units performing multiple tests simultaneously, and the frequency testing circuit determines a minimum mean square error for each of the multiple tests simultaneously.",
9042741,20120237204,"4. The system of claim 1, wherein the frequency offset detection includes a sequential processing architecture for single-stage frequency detection.",
9042741,20120237204,"5. The system of claim 4, wherein the sequential processing architecture includes a single frequency testing unit performing multiple tests at different intervals, and the frequency testing circuit determines a minimum mean square error for each of the multiple tests at different intervals.",
9042741,20120237204,"6. The system of claim 1, wherein the frequency offset detection includes a combination architecture having a parallel processing architecture and a sequential processing architecture for multi-stage frequency detection.",
9042741,20120237204,"7. The system of claim 6, wherein the combination architecture implements an adjustable frequency tracking speed.",
9042741,20120237204,"8. The system of claim 1, wherein the frequency testing circuit removes the carrier phase based on a phase rotation operation to generate a phase rotated signal.",
9042741,20120237204,"9. The system of claim 1, wherein the frequency offset detection circuit implements digital coherent detection to detect the carrier frequency offset.",
9042741,20120237204,"10. A method, comprising: detecting a carrier frequency offset in an optical signal;  calculating an estimated frequency offset value of the carrier frequency offset by: rotating each of a plurality of samples of the optical signal by a corresponding one of a plurality of phase angles, the phase angles being distributed at a first interval from one another, the first interval being determined based on an allowable maximum carrier frequency offset, and selecting the one of the phase angles having a lowest mean square error as a coarse phase error frequency, and offsetting the coarse phase error frequency by a plurality of offsets to yield a plurality of fine test frequencies, the offsets being distributed at a second interval from one another, the second interval being determined based on a predetermined quantity of the fine test frequencies, and selecting the fine test frequency having a lowest mean square error as the estimated frequency offset value;  removing a carrier phase based on the estimated frequency offset value;  and recovering the optical signal.",
9042741,20120237204,"11. The method of claim 10, wherein the carrier frequency offset detection includes parallel multi-stage frequency detection.",
9042741,20120237204,"12. The method of claim 11, wherein the parallel multi-stage frequency detection includes performing multiple tests simultaneously and determining a minimum mean square error for each of the multiple tests simultaneously.",
9042741,20120237204,"13. The method of claim 10, wherein the carrier frequency offset detection includes sequential single-stage frequency detection.",
9042741,20120237204,"14. The method of claim 13, wherein the sequential single-stage frequency detection includes performing multiple tests at different intervals and determining a minimum mean square error for each of the multiple tests at different intervals.",
9042741,20120237204,"15. The method of claim 10, wherein the carrier frequency offset detection includes parallel multi-stage frequency detection and sequential single-stage frequency detection.",
9042741,20120237204,"16. The method of claim 15, wherein the carrier frequency offset detection includes an adjustable frequency tracking speed.",
9042741,20120237204,"17. The method of claim 10, wherein the removing the carrier phase includes performing a phase rotation operation to generate a phase rotated signal.",
9042741,20120237204,"18. The method of claim 10, wherein the carrier frequency offset detection is based on digital coherent detection.",
9042741,20120237204,"19. A circuit, comprising: a detecting means detecting a carrier frequency offset in an optical signal;  a calculating means calculating an estimated frequency offset value of the carrier frequency offset by: rotating each of a plurality of samples of the optical signal by a corresponding one of a plurality of phase angles, the phase angles being distributed at a first interval from one another, the first interval being determined based on an allowable maximum carrier frequency offset, and selecting the one of the phase angles having a lowest mean square error as a coarse phase error frequency, and offsetting the coarse phase error frequency by a plurality of offsets to yield a plurality of fine test frequencies, the offsets being distributed at a second interval from one another, the second interval being determined based on a predetermined quantity of the fine test frequencies, and selecting the fine test frequency having a lowest mean square error as the estimated frequency offset value;  a phase removal means removing a carrier phase based on the estimated frequency offset value;  and a signal recovering means recovering the optical signal.",
9042741,20120237204,"20. The circuit of claim 19, wherein the detecting means includes one of a parallel processing architecture for multi-stage frequency detection, a sequential processing architecture for single-stage frequency detection, and a combination architecture for multi-stage frequency detection.",
9042741,20120237204,,"1. A system, comprising: a frequency offset detection circuit detecting a carrier frequency offset in an optical signal; and a frequency testing circuit calculating an estimated frequency offset value of the carrier frequency offset, wherein the frequency testing circuit removes a carrier phase based on the estimated frequency offset value and recovers the optical signal."
9042741,20120237204,,"2. The system of claim 1, wherein the frequency offset detection includes a parallel processing architecture for multi-stage frequency detection."
9042741,20120237204,,"3. The system of claim 2, wherein the parallel processing architecture includes a plurality of frequency testing units performing multiple tests simultaneously, and the frequency testing circuit determines a minimum mean square error for each of the multiple tests simultaneously."
9042741,20120237204,,"4. The system of claim 1, wherein the frequency offset detection includes a sequential processing architecture for single-stage frequency detection."
9042741,20120237204,,"5. The system of claim 4, wherein the sequential processing architecture includes a single frequency testing unit performing multiple tests at different intervals, and the frequency testing circuit determines a minimum mean square error for each of the multiple tests at different intervals."
9042741,20120237204,,"6. The system of claim 1, wherein the frequency offset detection includes a combination architecture having a parallel processing architecture and a sequential processing architecture for multi-stage frequency detection."
9042741,20120237204,,"7. The system of claim 6, wherein the combination architecture implements an adjustable frequency tracking speed."
9042741,20120237204,,"8. The system of claim 1, wherein the frequency testing circuit removes the carrier phase based on a phase rotation operation to generate a phase rotated signal."
9042741,20120237204,,"9. The system of claim 1, wherein the frequency offset detection circuit implements digital coherent detection to detect the carrier frequency offset."
9042741,20120237204,,"10. A method, comprising: detecting a carrier frequency offset in an optical signal; calculating an estimated frequency offset value of the carrier frequency offset; removing a carrier phase based on the estimated frequency offset value; and recovering the optical signal."
9042741,20120237204,,"11. The method of claim 10, wherein the carrier frequency offset detection includes parallel multi-stage frequency detection."
9042741,20120237204,,"12. The method of claim 11, wherein the parallel multi-stage frequency detection includes performing multiple tests simultaneously and determining a minimum mean square error for each of the multiple tests simultaneously."
9042741,20120237204,,"13. The method of claim 10, wherein the carrier frequency offset detection includes sequential single-stage frequency detection."
9042741,20120237204,,"14. The method of claim 13, wherein the sequential single-stage frequency detection includes performing multiple tests at different intervals and determining a minimum mean square error for each of the multiple tests at different intervals."
9042741,20120237204,,"15. The method of claim 10, wherein the carrier frequency offset detection includes parallel multi-stage frequency detection and sequential single-stage frequency detection."
9042741,20120237204,,"16. The method of claim 15, wherein the carrier frequency offset detection includes an adjustable frequency tracking speed."
9042741,20120237204,,"17. The method of claim 10, wherein the removing the carrier phase includes performing a phase rotation operation to generate a phase rotated signal."
9042741,20120237204,,"18. The method of claim 10, wherein the carrier frequency offset detection is based on digital coherent detection."
9042741,20120237204,,"19. A circuit, comprising: a detecting means detecting a carrier frequency offset in an optical signal; a calculating means calculating an estimated frequency offset value of the carrier frequency offset; a phase removal means removing a carrier phase based on the estimated frequency offset value; and a signal recovering means recovering the optical signal."
9042741,20120237204,,"20. The circuit of claim 19, wherein the detecting means includes one of a parallel processing architecture for multi-stage frequency detection, a sequential processing architecture for single-stage frequency detection, and a combination architecture for multi-stage frequency detection."
9042533,20140241516,"1. A dual-channel analog door entry system comprising: a building gateway connected between at least one outdoor station and at least one floor distributor via two cables, wherein the building gateway receives a call request from the at least one outdoor station, identifies and assigns an available cable as an intercom channel, sends the call request to each of the at least one floor distributor via said intercom channel, and switches at least one of audio and video signals from the at least one outdoor station to the available cable;  wherein each of the at least one floor distributor is connected with at least one indoor phone, wherein the at least one indoor phone receives and forwards the call request to a desired indoor phone of the at least one indoor phone, receives a call response from the desired indoor phone if the desired indoor phone is available, and switches the at least one of audio and video signals from the available cable to the desired indoor phone;  wherein the two cables connect the building gateway and the at least one floor distributor, wherein the at least one floor distributor transmits the at least one of audio and video signals between the at least one outdoor station and the at least one indoor phone.",
9042533,20140241516,"2. The door entry system according to claim 1, wherein the building gateway forwards the call request to each floor distributor via the available cable;  each floor distributor receives the call request and decodes the call request to determine a target address that clarifies a relation between the target address, the floor distributor, and the indoor phone;  wherein at least one target floor distributor sends the call request to the desired indoor phone.",
9042533,20140241516,"3. The door entry system according to claim 1, wherein at least one target floor distributor forwards the call response to the outdoor station via the building gateway.",
9042533,20140241516,"4. The door entry system according to claim 1, wherein the building gateway receives a monitoring request from the at least one indoor phone via one of the at least one floor distributor, identifies and assigns the available cable as an intercom channel, and forwards the monitoring request to a desired outdoor station of the at least one outdoor station.",
9042533,20140241516,"5. The door entry system according to claim 4, wherein the building gateway sends a monitoring response to at least one target floor distributor if the desired outdoor station is available, and switches the at least one of audio and video signals from the available cable to the desired outdoor station.",
9042533,20140241516,"6. The door entry system according to claim 1, wherein the available cable comprises four twisted pairs, wherein the cable is at least one of a Category 5, a Category 5e, and a Category 6.",
9042533,20140241516,"7. The door entry system according to claim 1, wherein the door entry system further comprises at least one of other building gateways and a switch with two additional cables.",
9042533,20140241516,"8. The door entry system according to claim 7, wherein the switch serves as a system expansion module connected to at least one of a gate station, a management unit, and the other building gateways.",
9042533,20140241516,"9. The door entry system according to claim 8, wherein the gate station is installed at an entrance of a community, wherein the gate station initiates the call to the indoor phone or a management unit in the system.",
9042533,20140241516,"10. The door entry system according to claim 8, wherein the management unit is installed in a management center, wherein the management center initiates the call to an indoor phone in the system and monitors at least one of an outdoor station in the system, and a gate station in the system.",
9042533,20140241516,"11. An intercom method for a dual-channel analog door entry system, wherein the method comprises: judging whether at least one cable is available after receiving a call request message;  assigning an available cable as an intercom channel;  and establishing a communication path between an outdoor station and an indoor phone by transmitting at least one of audio and video signals via the available cable.",
9042533,20140241516,"12. The intercom method according to claim 11, wherein said method further comprises: receiving a call request from the outdoor station by a building gateway;  identifying and assigning the available cable as the intercom channel;  forwarding the call request to each floor distributor via the available cable;  and decoding and sending the call request to the indoor phone by at least one target floor distributor.",
9042533,20140241516,"13. The intercom method according to claim 11, wherein the method further comprises switching the at least one of audio and video signals from the outdoor station to the available cable after identifying and assigning the available cable as the intercom channel.",
9042533,20140241516,"14. The intercom method according to claim 11, wherein the method further comprises: sending a call response to at least one target floor distributor if the indoor phone is available;  switching the at least one of audio and video signals from the available cable to the indoor phone by the at least one target floor distributor;  and forwarding the call response to the outdoor station via a building gateway.",
9042533,20140241516,"15. The intercom method according to claim 11, wherein the method further comprises: receiving a monitoring request from at least one of indoor phones via at least one target floor distributor by a building gateway;  identifying and assigning the available cable as the intercom channel;  and forwarding a monitoring request to the outdoor station.",
9042533,20140241516,"16. The intercom method according to claim 15, wherein the method further comprises: sending a monitoring response to the at least one target floor distributor if the outdoor station is available by the building gateway;  and switching the at least one of audio and video signals from the available cable to the outdoor station.",
9042533,20140241516,"17. The door entry system according to claim 2, wherein the available cable comprises four twisted pairs, wherein the cable is at least one of a Category 5, a Category 5e, and a Category 6.",
9042533,20140241516,"18. The door entry system according to claim 3, wherein the available cable comprises four twisted pairs, wherein the cable is at least one of a Category 5, a Category 5e, and a Category 6.",
9042533,20140241516,"19. The door entry system according to claim 4, wherein the available cable comprises four twisted pairs, wherein the cable is at least one of a Category 5, a Category 5e, and a Category 6.",
9042533,20140241516,"20. The door entry system according to claim 4, wherein the available cable comprises four twisted pairs, wherein the cable is at least one of a Category 5, a Category 5e, and a Category 6.",
9042533,20140241516,,"1. A dual-channel analog door entry system, comprising: a building gateway connected between at least one outdoor stations and at least one floor distributors via two cables, wherein the building gateway receives a call request from the at least one outdoor stations, identifies and assigns an available cable as an intercom channel, sends the call request to each of the at least one floor distributors via said intercom channel, and switches audio and/or video signals from the at least one outdoor station to the available cable; wherein each of the at least one floor distributor, is connected with at least one indoor phone, wherein the at least one indoor phone receives and forwards the call request to a desired indoor phone of the at least one indoor phone, receives a call response from the desired indoor phone if the desired indoor phone is available, and switches the audio and/or video signals from the available cable to the desired indoor phone; wherein the two cables connected the building gateway and the at least one floor distributor, wherein the at least one floor distributor transmits audio and/or video signals between the at least one outdoor station and the at least one indoor phones."
9042533,20140241516,,"2. The door entry system according to claim 1, wherein the building gateway forwards the call request to each floor distributor via the available cable; each floor distributor receives the call request and decodes the call request to determine a target address that clarifies a relation between the target address, the floor distributor, and the indoor phone; wherein the at least one target floor distributor sends the call request to the desired indoor phone."
9042533,20140241516,,"3. The door entry system according to claim 1, wherein the at least one target floor distributor forwards the call response to the outdoor station via the building gateway."
9042533,20140241516,,"4. The door entry system according to claim 1, wherein the building gateway receives a monitoring request from at least one indoor phone via the floor distributor, identifies and assigns an available cable as an intercom channel, and forwards a call request to a desired outdoor station of the at least one outdoor station."
9042533,20140241516,,"5. The door entry system according to claim 4, wherein the building gateway sends a monitoring response to the at least one target floor distributor if the desired outdoor station is available, and switches the audio and video signals from the available cable to the desired outdoor station."
9042533,20140241516,,"6. The door entry system according to claim 1, wherein the available cable comprises four twisted pairs, wherein the cable is at least one of a Category 5, Category 5e, and Category 6."
9042533,20140241516,,"7. The door entry system according to claim 1, wherein the door entry system further comprises other building gateways and/or a switch with two additional cables."
9042533,20140241516,,"8. The door entry system according to claim 7, wherein the switch serves as a system expansion module connected to a gate station, management unit and/or the other building gateways."
9042533,20140241516,,"9. The door entry system according to claim 8, wherein the gate station is installed at the entrance of a community, wherein the gate station initiates a call to any indoor phone or management unit in the system."
9042533,20140241516,,"10. The door entry system according to claim 8, wherein the management unit is installed in a management center, wherein the management center initiates a call to any indoor phone in the system and monitors any outdoor station or gate station in the system."
9042533,20140241516,,"11. An intercom method for a dual-channel analog door entry system, wherein the method comprises: judging whether at least one cable is available after receiving a call request message; assigning an available cable as an intercom channel; and establishing a communication path between an outdoor station and an indoor phone by transmitting audio and/or video signals via the available cable."
9042533,20140241516,,"12. The intercom method according to claim 11, wherein said method further comprises: receiving a call request from the outdoor station by a building gateway; identifying and assigning an available cable as an intercom channel; forwarding the call request to each floor distributor via the available cable; and decoding and sending the call request to the indoor phone by the at least one target floor distributor."
9042533,20140241516,,"13. The intercom method according to claim 11, wherein the method further comprises switching the audio and the video signals from the outdoor station to the available cable after identifying and assigning an available cable as an intercom channel."
9042533,20140241516,,"14. The intercom method according to claim 11, wherein the method further comprises: sending a call response to the at east one target floor distributor if the indoor phone is available; switching the audio and video signals from the available cable to the desired indoor phone by the at least one target floor distributor; and forwarding the call response to the outdoor station via a building gateway."
9042533,20140241516,,"15. The intercom method according to claim 11, wherein the method further comprises: receiving a monitoring request from at least one of indoor phones via the at east one target floor distributor by a building gateway; identifying and assigning an available cable as an intercom channel; and forwarding a monitoring request to the outdoor station."
9042533,20140241516,,"16. The intercom method according to claim 15, wherein the method further comprises: sending a monitoring response to the target floor distributor if the outdoor station is available by the building gateway; and switching the audio and video signals from the available cable to the outdoor station."
9042533,20140241516,,"17. The door entry system according to claim 2, wherein the available cable comprises four twisted pairs, wherein the cable is at least one of a Category 5, Category 5e, and Category 6."
9042533,20140241516,,"18. The door entry system according to claim 3, wherein the available cable comprises four twisted pairs, wherein the cable is at least one of a Category 5, Category 5e, and Category 6."
9042533,20140241516,,"19. The door entry system according to claim 4, wherein the available cable comprises four twisted pairs, wherein the cable is at least one of a Category 5, Category 5e, and Category 6."
9042533,20140241516,,"20. The door entry system according to claim 4, wherein the available cable comprises four twisted pairs, wherein the cable is at least one of a Category 5, Category 5e, and Category 6."
9042506,20140198888,"1. A discrete signal synchronization system configured to synchronize a preprocessed discrete signal with a modified discrete signal, the discrete signal synchronization system comprising: a processor;  and a synchronization module coupled to the processor, wherein the synchronization module comprises: an extraction module configured to determine a bit pattern based on a plurality of singular values, wherein the plurality of singular values are obtained from Discrete Wavelet Transformation (DWT) and Singular Value Decomposition (SVD) of the modified discrete signal;  and a comparison module configured to compare the bit pattern with a known bit pattern of the preprocessed discrete signal and to record a time point at which the bit pattern matches with the known bit pattern as a synchronization point.",
9042506,20140198888,"2. The discrete signal synchronization system as claimed in claim 1, further comprising a preprocessing module coupled to the processor, wherein the preprocessing module is configured to;  segment an input discrete signal into a plurality of segments;  transform each of the plurality of segments into a plurality of low frequency coefficients and a plurality of high frequency coefficients using at least one level of the DWT;  decompose the plurality of high frequency coefficients into a plurality of original singular values using the SVD;  add the known bit pattern to the plurality of original singular values to generate a plurality of preprocessed singular values;  apply inverse SVD on the plurality of preprocessed singular values to obtain a second plurality of high frequency coefficients and a second plurality of low frequency coefficients;  and apply inverse DWT on the second plurality of high frequency coefficients and the second plurality of low frequency coefficients to obtain the preprocessed discrete signal.",
9042506,20140198888,"3. The discrete signal synchronization system as claimed in claim 1, wherein the extraction module is further configured to: segment the modified discrete signal into a plurality of modified segments;  transform the plurality of modified segments by the DWT into a plurality of high frequency coefficients and a plurality of low frequency coefficients;  apply the SVD to decompose the plurality of high frequency coefficients to obtain the plurality of singular values;  and extract the bit pattern from the plurality of singular values of the modified discrete signal.",
9042506,20140198888,"4. The discrete signal synchronization system as claimed in claim 3, wherein a length of the plurality of modified segments is based on a predetermined parameter.",
9042506,20140198888,"5. The discrete signal synchronization system as claimed in claim 3, wherein the plurality of high frequency coefficients is obtained from a multilevel DWT, and wherein the multilevel DWT comprises a series of DWT applied on the plurality of high frequency coefficients.",
9042506,20140198888,"6. The discrete signal synchronization system as claimed in claim 3, wherein the extraction module extracts one bit from the plurality of singular values of a single modified segment.",
9042506,20140198888,"7. The discrete signal synchronization system as claimed in claim 6, wherein the extraction module combines extracted bits of successive modified segments to form the bit pattern.",
9042506,20140198888,"8. The discrete signal synchronization system as claimed in claim 1, wherein the known bit pattern is obtained from at least one of a known code, a barcode, an image bit pattern, a bit pattern based on a mathematical equation, and a Pseudorandom Noise sequence.",
9042506,20140198888,"9. The discrete signal synchronization system as claimed in claim 1, wherein the DWT is applied by at least one of Haar, Daubechies, Coiflet, Legendre, or Symlet techniques.",
9042506,20140198888,"10. The discrete signal synchronization system as claimed in claim 1, wherein the comparison module is configured to record the time point starting at different time positions to determine the bit pattern that matches with the known bit pattern as the synchronization point.",
9042506,20140198888,"11. The discrete signal synchronization system as claimed in claim 1, wherein the modified discrete signal is obtained from processing a preprocessed signal.",
9042506,20140198888,"12. A method for discrete signal synchronization to synchronize a preprocessed discrete signal with a modified discrete signal, the method comprising: determining, by a processor, a bit pattern based on a plurality of singular values, wherein the plurality of singular values are obtained from Discrete Wavelet Transformation (DWT) and Singular Value Decomposition (SVD) of the modified discrete signal;  comparing, by the processor, the determined bit pattern with a known bit pattern of the preprocessed discrete signal;  and recording, by the processor, a time point at which the determined bit pattern matches with the known bit pattern as a synchronization point.",
9042506,20140198888,"13. The method as claimed in claim 12, the method further comprising: segmenting, by the processor, an input discrete signal into a plurality of segments;  transforming, by the processor, each of the plurality of segments into a plurality of low frequency coefficients and a plurality of high frequency coefficients using at least one level of the DWT;  decomposing, by the processor, the plurality of high frequency coefficients into a plurality of original singular values using the SVD;  adding, by the processor, the known bit pattern to the plurality of original singular values to generate a plurality of preprocessed singular values;  applying, by the processor, inverse SVD on the plurality of preprocessed singular values to obtain a second plurality of high frequency coefficients and a second plurality of low frequency coefficients;  and applying, by the processor, inverse DWT on the second plurality of high frequency coefficients and the second plurality of low frequency coefficients to obtain the preprocessed discrete signal.",
9042506,20140198888,"14. The method as claimed in claim 12, wherein determining the bit pattern based on the plurality of singular values comprises: segmenting, by the processor, the modified discrete signal into a plurality of modified segments;  transforming, by the processor, the plurality of modified segments by the DWT into a plurality of high frequency coefficients and a plurality of low frequency coefficients;  applying, by the processor, the SVD to decompose the plurality of high frequency coefficients to obtain the plurality of singular values;  and extracting, by the processor, the bit pattern from the plurality of singular values of the modified discrete signal.",
9042506,20140198888,"15. The method as claimed in claim 14, wherein a length of the plurality of modified segments is based on a predetermined parameter.",
9042506,20140198888,"16. The method as claimed in claim 14, wherein the plurality of high frequency coefficients is obtained from a multilevel DWT, and wherein the multilevel DWT comprises a series of DWT applied on the plurality of high frequency coefficients.",
9042506,20140198888,"17. The method as claimed in claim 14, wherein one bit is extracted from the plurality of singular values of a single modified segment and wherein extracted bits of successive modified segments are combined to form the bit pattern.",
9042506,20140198888,"18. The method as claimed in claim 12, wherein the known bit pattern is obtained by at least one of a known code, a barcode, an image bit pattern, a bit pattern based on a mathematical equation, and a Pseudorandom Noise sequence.",
9042506,20140198888,"19. The method as claimed in claim 12, wherein the time point is recorded starting at different time positions to determine the bit pattern that matches with the known bit pattern as the synchronization point.",
9042506,20140198888,"20. A non-transitory computer-readable medium having embodied thereon a computer program executable by a processor for executing a method for synchronizing a preprocessed discrete signal with a modified discrete signal, the method comprising: determining a bit pattern based on a plurality of singular values, wherein the plurality of singular values are obtained from Discrete Wavelet Transformation (DWT) and Singular Value Decomposition (SVD) of the modified discrete signal;  comparing the determined bit pattern with a known bit pattern of the preprocessed discrete signal;  and recording a time point at which the determined bit pattern matches with the known bit pattern as a synchronization point.",
9042506,20140198888,,"1. A discrete signal synchronization system configured to synchronize a preprocessed discrete signal with a modified discrete signal, the discrete signal synchronization system comprising: a processor; and a synchronization module coupled to the processor, wherein the synchronization module comprises: an extraction module configured to determine a bit pattern based on a plurality of singular values, wherein the plurality of singular values are obtained from Discrete Wavelet Transformation (DWT) and Singular Value Decomposition (SVD) of the modified discrete signal; and a comparison module configured to compare the bit pattern with a known bit pattern of the preprocessed discrete signal and to record a time point at which the bit pattern matches with the known bit pattern as a synchronization point."
9042506,20140198888,,"2. The discrete signal synchronization system as claimed in claim 1, further comprising a preprocessing module coupled to the processor, wherein the preprocessing module is configured to; segment an input discrete signal into a plurality of segments; transform each of the plurality of segments into a plurality of low frequency coefficients and a plurality of high frequency coefficients using at least one level of Discrete Wavelet Transformation (DWT); decompose the plurality of high frequency coefficients into a plurality of original singular values using SVD; add the known bit pattern to the plurality of original singular values to generate a plurality of preprocessed singular values; apply inverse SVD on the plurality of preprocessed singular values to obtain a second plurality of high frequency coefficients and a second plurality of low frequency coefficients; and apply inverse DWT on the second plurality of high frequency coefficients and the second plurality of low frequency coefficients to obtain the preprocessed discrete signal."
9042506,20140198888,,"3. The discrete signal synchronization system as claimed in claim 1, wherein the extraction module is configured to: segment the modified discrete signal into a plurality of modified segments; transform the plurality of modified segments by DWT into a plurality of high frequency coefficients and a plurality of low frequency coefficients; apply SVD to decompose the plurality of high frequency coefficients to obtain the plurality of singular values; and extract the bit pattern from the plurality of singular values of the modified discrete signal."
9042506,20140198888,,"4. The discrete signal synchronization system as claimed in claim 3, wherein a length of the plurality of modified segments is based on a predetermined parameter."
9042506,20140198888,,"5. The discrete signal synchronization system as claimed in claim 3, wherein the plurality of high frequency coefficients are obtained from a multilevel DWT, and wherein the multilevel DWT comprises a series of DWT applied on the plurality of high frequency coefficients."
9042506,20140198888,,"6. The discrete signal synchronization system as claimed in claim 3, wherein the extraction module extracts one bit from the plurality of singular values of a single modified segment."
9042506,20140198888,,"7. The discrete signal synchronization system as claimed in claim 6, wherein the extraction module combines extracted bits of successive modified segments to form the bit pattern. ."
